user_id, gender, age, country, subscription_type, listening_time, songs_played_per_day, skip_rate, device_type, ads_listened_per_week, offline_listening, is_churned
    546, Female,  57, FR     , Family           ,            286,                   87,      0.53, Desktop    ,                     0,                 1, No
    547, Male  ,  29, AU     , Premium          ,             23,                   98,      0.36, Web        ,                     0,                 1, No
    548, Male  ,  49, DE     , Premium          ,            296,                   69,      0.35, Web        ,                     0,                 1, No
    549, Male  ,  25, US     , Student          ,            264,                   51,      0.09, Mobile     ,                     0,                 1, No
    550, Other ,  32, IN     , Family           ,            167,                   56,      0.19, Web        ,                     0,                 1, No
    551, Male  ,  39, PK     , Free             ,             87,                   62,      0.12, Web        ,                    46,                 0, No
    552, Male  ,  22, FR     , Student          ,             92,                   70,      0.51, Web        ,                     0,                 1, No
    553, Other ,  23, PK     , Student          ,            101,                   96,      0.41, Mobile     ,                     0,                 1, Yes
    554, Female,  53, FR     , Student          ,            139,                    1,      0.54, Mobile     ,                     0,                 1, No
    555, Male  ,  46, DE     , Family           ,            159,                   93,      0.47, Desktop    ,                     0,                 1, Yes
    556, Male  ,  41, DE     , Premium          ,            229,                   15,      0.56, Mobile     ,                     0,                 1, No
    557, Female,  30, US     , Premium          ,            281,                   63,      0.02, Desktop    ,                     0,                 1, No
    558, Other ,  40, IN     , Free             ,            286,                   44,      0.58, Mobile     ,                    46,                 0, No
    559, Other ,  46, IN     , Free             ,            261,                   12,      0.6 , Web        ,                    47,                 0, No
    560, Female,  25, PK     , Premium          ,            295,                   56,      0.17, Web        ,                     0,                 1, No
    561, Female,  41, AU     , Student          ,            256,                   51,      0.57, Desktop    ,                     0,                 1, No
    562, Other ,  27, DE     , Student          ,            173,                   27,      0.52, Desktop    ,                     0,                 1, No
    563, Other ,  45, PK     , Free             ,            124,                   49,      0.05, Web        ,                    22,                 0, Yes
    564, Female,  52, UK     , Premium          ,            230,                   12,      0.11, Mobile     ,                     0,                 1, No
    565, Female,  48, IN     , Premium          ,            292,                   21,      0.26, Mobile     ,                     0,                 1, No
    566, Other ,  38, US     , Free             ,            205,                   25,      0.02, Desktop    ,                    33,                 0, No
    567, Other ,  44, IN     , Student          ,             48,                   61,      0.26, Mobile     ,                     0,                 1, No
    568, Male  ,  45, AU     , Family           ,            271,                    6,      0.09, Desktop    ,                     0,                 1, No
    569, Other ,  25, UK     , Premium          ,            166,                    5,      0.4 , Web        ,                     0,                 1, No
    570, Female,  50, FR     , Free             ,            285,                   46,      0.4 , Web        ,                    46,                 0, No
    571, Male  ,  58, DE     , Premium          ,            175,                   33,      0.37, Web        ,                     0,                 1, Yes
    572, Other ,  35, US     , Free             ,            205,                   71,      0.28, Mobile     ,                    16,                 0, No
    573, Male  ,  18, FR     , Free             ,            101,                   95,      0.17, Web        ,                    22,                 0, No
    574, Female,  21, IN     , Free             ,            134,                   80,      0.23, Mobile     ,                    41,                 0, No
    575, Other ,  32, IN     , Premium          ,             12,                   38,      0.24, Mobile     ,                     0,                 1, No
    576, Male  ,  33, DE     , Family           ,            147,                   82,      0.5 , Web        ,                     0,                 1, No
    577, Male  ,  41, AU     , Premium          ,            174,                    8,      0.17, Web        ,                     0,                 1, Yes
    578, Female,  33, FR     , Premium          ,             86,                   57,      0.26, Mobile     ,                     0,                 1, No
    579, Male  ,  35, AU     , Student          ,             99,                   19,      0.01, Mobile     ,                     0,                 1, Yes
    580, Male  ,  18, PK     , Free             ,             78,                   92,      0.26, Web        ,                    32,                 0, No
    581, Female,  58, FR     , Premium          ,            274,                   60,      0.45, Web        ,                     0,                 1, No
    582, Female,  46, DE     , Premium          ,             28,                   53,      0.02, Desktop    ,                     0,                 1, No
    583, Female,  21, AU     , Premium          ,            211,                   86,      0.09, Desktop    ,                     0,                 1, No
    584, Female,  33, CA     , Student          ,            121,                   41,      0.08, Desktop    ,                     0,                 1, No
    585, Other ,  39, UK     , Student          ,             32,                   34,      0.48, Web        ,                     0,                 1, No
    586, Female,  27, PK     , Student          ,            246,                   65,      0.6 , Web        ,                     0,                 1, Yes
    587, Other ,  26, PK     , Student          ,             15,                   15,      0.46, Mobile     ,                     0,                 1, No
    588, Female,  23, US     , Family           ,             55,                   10,      0.19, Mobile     ,                     0,                 1, No
    589, Female,  58, AU     , Premium          ,             40,                   72,      0.42, Web        ,                     0,                 1, No
    590, Female,  51, IN     , Free             ,            143,                   35,      0.08, Mobile     ,                    23,                 0, No
    591, Other ,  22, AU     , Premium          ,            263,                   74,      0.18, Mobile     ,                     0,                 1, No
    592, Male  ,  58, UK     , Premium          ,            178,                   98,      0.43, Desktop    ,                     0,                 1, No
    593, Male  ,  37, AU     , Premium          ,             30,                   38,      0.16, Mobile     ,                     0,                 1, No
    594, Male  ,  34, IN     , Premium          ,            278,                   29,      0.42, Web        ,                     0,                 1, No
    595, Other ,  23, US     , Premium          ,            230,                   75,      0.29, Mobile     ,                     0,                 1, Yes
    596, Female,  32, FR     , Student          ,            215,                   39,      0.4 , Desktop    ,                     0,                 1, No
    597, Male  ,  41, UK     , Free             ,            196,                   51,      0.35, Web        ,                    14,                 0, No
    598, Female,  28, UK     , Free             ,            125,                   94,      0.33, Mobile     ,                    28,                 0, No
    599, Male  ,  19, DE     , Premium          ,            222,                   80,      0.46, Mobile     ,                     0,                 1, No
    600, Other ,  35, FR     , Premium          ,            233,                   41,      0.14, Mobile     ,                     0,                 1, No
    601, Male  ,  25, IN     , Family           ,            177,                   24,      0.01, Web        ,                     0,                 1, No
    602, Other ,  44, AU     , Student          ,             99,                    9,      0.53, Web        ,                     0,                 1, No
    603, Female,  58, DE     , Student          ,             34,                   58,      0.16, Mobile     ,                     0,                 1, No
    604, Male  ,  37, UK     , Free             ,            138,                   87,      0.29, Mobile     ,                    31,                 0, Yes
    605, Female,  21, CA     , Student          ,            254,                   22,      0.22, Desktop    ,                     0,                 1, Yes
    606, Female,  28, UK     , Family           ,            233,                   63,      0.03, Desktop    ,                     0,                 1, Yes
    607, Female,  19, DE     , Student          ,            219,                   39,      0.28, Web        ,                     0,                 1, No
    608, Other ,  21, IN     , Family           ,             91,                   20,      0.56, Web        ,                     0,                 1, No
    609, Female,  41, DE     , Premium          ,             31,                   21,      0.09, Web        ,                     0,                 1, No
    610, Female,  31, UK     , Free             ,            205,                   64,      0.24, Desktop    ,                    42,                 0, No
    611, Female,  40, FR     , Premium          ,             21,                   91,      0.14, Desktop    ,                     0,                 1, No
    612, Male  ,  57, CA     , Free             ,             11,                   52,      0.49, Mobile     ,                    37,                 0, Yes
    613, Female,  22, FR     , Premium          ,            222,                   93,      0.33, Mobile     ,                     0,                 1, No
    614, Female,  54, IN     , Family           ,            123,                   27,      0.26, Mobile     ,                     0,                 1, No
    615, Female,  42, UK     , Student          ,            287,                   96,      0.08, Mobile     ,                     0,                 1, Yes
    616, Female,  37, CA     , Family           ,            197,                   19,      0.22, Mobile     ,                     0,                 1, No
    617, Other ,  51, UK     , Premium          ,            267,                   12,      0.48, Web        ,                     0,                 1, Yes
    618, Other ,  26, UK     , Student          ,             12,                   62,      0.44, Mobile     ,                     0,                 1, No
    619, Male  ,  44, AU     , Premium          ,            243,                   17,      0.42, Web        ,                     0,                 1, No
    620, Other ,  53, FR     , Premium          ,            140,                   28,      0.4 , Mobile     ,                     0,                 1, No
    621, Other ,  54, DE     , Premium          ,            111,                   87,      0.36, Mobile     ,                     0,                 1, No
    622, Female,  27, DE     , Premium          ,            238,                   54,      0.3 , Desktop    ,                     0,                 1, Yes
    623, Female,  29, IN     , Premium          ,            225,                   40,      0.53, Web        ,                     0,                 1, No
    624, Other ,  24, AU     , Premium          ,            214,                    4,      0.25, Web        ,                     0,                 1, No
    625, Other ,  58, US     , Free             ,            112,                    1,      0.17, Mobile     ,                    12,                 0, No
    626, Male  ,  16, DE     , Free             ,             85,                   98,      0.51, Mobile     ,                    21,                 0, No
    627, Female,  37, AU     , Family           ,            192,                    7,      0.39, Desktop    ,                     0,                 1, No
    628, Other ,  16, US     , Student          ,            216,                   27,      0.31, Mobile     ,                     0,                 1, No
    629, Other ,  24, US     , Student          ,            283,                   88,      0.3 , Mobile     ,                     0,                 1, No
    630, Female,  32, UK     , Free             ,            113,                   88,      0.01, Desktop    ,                    45,                 0, No
    631, Male  ,  29, US     , Family           ,             60,                   15,      0.17, Desktop    ,                     0,                 1, No
    632, Female,  31, AU     , Student          ,            115,                   84,      0.1 , Web        ,                     0,                 1, Yes
    633, Female,  59, AU     , Premium          ,            180,                   84,      0.35, Desktop    ,                     0,                 1, Yes
    634, Other ,  56, IN     , Free             ,            290,                   84,      0.05, Desktop    ,                    30,                 0, No
    635, Other ,  20, AU     , Free             ,            106,                   10,      0.19, Mobile     ,                    10,                 0, No
    636, Other ,  27, IN     , Premium          ,            296,                   79,      0.27, Desktop    ,                     0,                 1, No
    637, Other ,  41, US     , Family           ,             68,                    8,      0.34, Mobile     ,                     0,                 1, No
    638, Other ,  16, IN     , Student          ,            177,                   34,      0.15, Desktop    ,                     0,                 1, No
    639, Male  ,  34, AU     , Student          ,            198,                   17,      0.54, Desktop    ,                     0,                 1, No
    640, Female,  23, PK     , Student          ,             78,                   68,      0.37, Web        ,                     0,                 1, Yes
    641, Female,  25, US     , Student          ,            290,                   76,      0.4 , Web        ,                     0,                 1, No
    642, Male  ,  58, AU     , Family           ,             36,                   57,      0.02, Web        ,                     0,                 1, No
    643, Other ,  51, DE     , Student          ,            108,                   14,      0.5 , Desktop    ,                     0,                 1, No
    644, Female,  48, IN     , Premium          ,             98,                   88,      0.18, Desktop    ,                     0,                 1, No
    645, Male  ,  22, AU     , Free             ,            287,                   17,      0.42, Mobile     ,                    40,                 0, No
    646, Other ,  33, DE     , Student          ,            172,                   51,      0.51, Web        ,                     0,                 1, No
    647, Male  ,  54, UK     , Free             ,             89,                   95,      0.36, Desktop    ,                    38,                 0, No
    648, Male  ,  50, PK     , Free             ,            200,                   14,      0.28, Desktop    ,                    46,                 0, No
    649, Other ,  28, DE     , Student          ,            289,                   11,      0.55, Mobile     ,                     0,                 1, Yes
    650, Female,  48, FR     , Family           ,             23,                   76,      0.58, Desktop    ,                     0,                 1, Yes
    651, Other ,  21, IN     , Student          ,            170,                   51,      0.53, Mobile     ,                     0,                 1, Yes
    652, Other ,  19, CA     , Premium          ,            227,                   48,      0.56, Desktop    ,                     0,                 1, No
    653, Other ,  26, US     , Family           ,            290,                   66,      0.36, Mobile     ,                     0,                 1, No
    654, Female,  55, CA     , Premium          ,            200,                   50,      0.04, Web        ,                     0,                 1, No
    655, Female,  59, IN     , Student          ,             34,                   63,      0.39, Desktop    ,                     0,                 1, Yes
    656, Female,  24, IN     , Family           ,            105,                    3,      0.01, Mobile     ,                     0,                 1, No
    657, Female,  58, AU     , Premium          ,            216,                   31,      0.33, Desktop    ,                     0,                 1, Yes
    658, Male  ,  23, FR     , Family           ,            105,                   55,      0.55, Desktop    ,                     0,                 1, No
    659, Male  ,  53, FR     , Family           ,            244,                   64,      0.24, Mobile     ,                     0,                 1, No
    660, Other ,  29, FR     , Family           ,             30,                   41,      0.39, Mobile     ,                     0,                 1, No
    661, Female,  23, DE     , Student          ,            126,                   34,      0.57, Web        ,                     0,                 1, Yes
    662, Female,  29, AU     , Student          ,            106,                   55,      0.35, Desktop    ,                     0,                 1, No
    663, Other ,  49, UK     , Free             ,            295,                   17,      0.4 , Web        ,                    31,                 0, No
    664, Female,  23, DE     , Premium          ,            230,                   52,      0.43, Mobile     ,                     0,                 1, No
    665, Female,  29, DE     , Family           ,            102,                   74,      0.32, Mobile     ,                     0,                 1, No
    666, Other ,  43, IN     , Family           ,            152,                   55,      0.3 , Desktop    ,                     0,                 1, No
    667, Male  ,  31, CA     , Student          ,             77,                   80,      0.35, Mobile     ,                     0,                 1, No
    668, Other ,  43, US     , Premium          ,             78,                   48,      0.21, Mobile     ,                     0,                 1, No
    669, Female,  39, UK     , Free             ,            220,                   18,      0.05, Mobile     ,                    18,                 0, No
    670, Female,  38, UK     , Free             ,            245,                   12,      0.52, Desktop    ,                    48,                 0, Yes
    671, Male  ,  31, CA     , Free             ,             30,                   42,      0.06, Mobile     ,                    44,                 0, No
    672, Female,  35, UK     , Student          ,            226,                   55,      0.25, Desktop    ,                     0,                 1, Yes
    673, Female,  44, PK     , Free             ,            133,                   18,      0.4 , Mobile     ,                    11,                 0, No
    674, Female,  33, AU     , Family           ,            118,                   36,      0.58, Desktop    ,                     0,                 1, No
    675, Female,  27, CA     , Premium          ,            115,                   61,      0.31, Desktop    ,                     0,                 1, No
    676, Other ,  38, CA     , Premium          ,            155,                   80,      0.07, Mobile     ,                     0,                 1, No
    677, Male  ,  30, IN     , Premium          ,            125,                   65,      0.37, Web        ,                     0,                 1, No
    678, Other ,  55, DE     , Family           ,            190,                    5,      0.58, Desktop    ,                     0,                 1, No
    679, Female,  20, UK     , Premium          ,            164,                   33,      0.34, Desktop    ,                     0,                 1, Yes
    680, Male  ,  33, CA     , Family           ,            126,                   49,      0.45, Desktop    ,                     0,                 1, No
    681, Female,  47, DE     , Free             ,            272,                    8,      0.32, Mobile     ,                    44,                 0, No
    682, Female,  47, PK     , Family           ,            263,                   79,      0.58, Web        ,                     0,                 1, Yes
    683, Other ,  38, DE     , Student          ,            127,                    4,      0.0 , Web        ,                     0,                 1, No
    684, Female,  55, AU     , Free             ,            281,                   21,      0.12, Mobile     ,                    42,                 0, No
    685, Female,  40, PK     , Free             ,            210,                   64,      0.56, Web        ,                    13,                 0, No
    686, Female,  49, CA     , Premium          ,            206,                   27,      0.41, Web        ,                     0,                 1, No
    687, Female,  52, CA     , Family           ,            285,                   82,      0.57, Mobile     ,                     0,                 1, No
    688, Other ,  35, PK     , Premium          ,             29,                   18,      0.42, Web        ,                     0,                 1, Yes
    689, Other ,  53, IN     , Student          ,             67,                   87,      0.28, Desktop    ,                     0,                 1, No
    690, Male  ,  52, UK     , Free             ,            252,                   44,      0.34, Mobile     ,                    24,                 0, No
    691, Other ,  22, UK     , Student          ,            291,                   97,      0.24, Mobile     ,                     0,                 1, No
    692, Other ,  58, DE     , Student          ,            136,                   57,      0.47, Mobile     ,                     0,                 1, No
    693, Male  ,  33, IN     , Premium          ,            154,                   52,      0.32, Web        ,                     0,                 1, No
    694, Female,  20, UK     , Family           ,            279,                   67,      0.4 , Desktop    ,                     0,                 1, No
    695, Male  ,  21, CA     , Premium          ,            199,                   85,      0.19, Desktop    ,                     0,                 1, No
    696, Male  ,  56, UK     , Free             ,             30,                   66,      0.35, Mobile     ,                    31,                 0, No
    697, Female,  54, PK     , Family           ,            158,                    2,      0.34, Desktop    ,                     0,                 1, No
    698, Male  ,  51, UK     , Student          ,             83,                   10,      0.33, Mobile     ,                     0,                 1, No
    699, Male  ,  24, IN     , Premium          ,            161,                   23,      0.45, Web        ,                     0,                 1, Yes
    700, Female,  21, PK     , Premium          ,            183,                   20,      0.21, Mobile     ,                     0,                 1, No
    701, Male  ,  58, PK     , Student          ,            131,                   47,      0.06, Mobile     ,                     0,                 1, No
    702, Female,  26, US     , Premium          ,            126,                   52,      0.22, Web        ,                     0,                 1, Yes
    703, Male  ,  32, FR     , Family           ,            282,                   22,      0.19, Mobile     ,                     0,                 1, Yes
    704, Male  ,  44, DE     , Premium          ,            240,                   46,      0.11, Mobile     ,                     0,                 1, Yes
    705, Male  ,  22, AU     , Student          ,            169,                   52,      0.1 , Mobile     ,                     0,                 1, Yes
    706, Female,  29, US     , Student          ,            238,                   61,      0.09, Web        ,                     0,                 1, No
    707, Male  ,  37, UK     , Family           ,            276,                   17,      0.4 , Mobile     ,                     0,                 1, No
    708, Female,  18, PK     , Student          ,            101,                    8,      0.43, Web        ,                     0,                 1, No
    709, Female,  27, AU     , Family           ,            176,                   20,      0.05, Web        ,                     0,                 1, Yes
    710, Male  ,  43, DE     , Premium          ,            161,                   84,      0.08, Mobile     ,                     0,                 1, No
    711, Male  ,  58, FR     , Student          ,            153,                   24,      0.29, Desktop    ,                     0,                 1, No
    712, Other ,  20, IN     , Family           ,            199,                   52,      0.22, Web        ,                     0,                 1, No
    713, Female,  37, FR     , Free             ,            252,                   58,      0.41, Web        ,                    28,                 0, No
    714, Male  ,  39, US     , Free             ,             79,                    5,      0.37, Mobile     ,                     7,                 0, No
    715, Male  ,  36, PK     , Premium          ,             15,                   11,      0.49, Desktop    ,                     0,                 1, No
    716, Female,  51, US     , Student          ,             73,                   81,      0.1 , Mobile     ,                     0,                 1, No
    717, Male  ,  28, FR     , Family           ,             20,                   16,      0.1 , Mobile     ,                     0,                 1, No
    718, Other ,  39, UK     , Student          ,            141,                   49,      0.54, Web        ,                     0,                 1, No
    719, Other ,  51, PK     , Free             ,            250,                   72,      0.12, Web        ,                    40,                 0, Yes
    720, Female,  46, AU     , Premium          ,            191,                   45,      0.01, Mobile     ,                     0,                 1, No
    721, Female,  18, PK     , Free             ,            157,                   48,      0.44, Mobile     ,                    18,                 0, Yes
    722, Female,  46, FR     , Student          ,             53,                   28,      0.08, Web        ,                     0,                 1, No
    723, Female,  42, FR     , Student          ,             64,                   70,      0.05, Web        ,                     0,                 1, Yes
    724, Other ,  46, UK     , Family           ,            160,                   17,      0.5 , Desktop    ,                     0,                 1, No
    725, Other ,  35, IN     , Student          ,            227,                   39,      0.44, Web        ,                     0,                 1, No
    726, Female,  57, PK     , Premium          ,            183,                   58,      0.0 , Desktop    ,                     0,                 1, No
    727, Other ,  38, IN     , Free             ,            186,                   46,      0.07, Mobile     ,                    30,                 0, No
    728, Other ,  31, DE     , Premium          ,            176,                   37,      0.29, Web        ,                     0,                 1, Yes
    729, Other ,  20, IN     , Premium          ,            274,                   54,      0.6 , Desktop    ,                     0,                 1, No
    730, Other ,  26, IN     , Student          ,            183,                   65,      0.52, Desktop    ,                     0,                 1, No
    731, Female,  58, DE     , Family           ,            293,                   47,      0.06, Desktop    ,                     0,                 1, No
    732, Other ,  51, UK     , Family           ,             70,                   51,      0.45, Mobile     ,                     0,                 1, No
    733, Male  ,  23, CA     , Premium          ,             64,                   85,      0.16, Web        ,                     0,                 1, No
    734, Male  ,  38, DE     , Student          ,            291,                   75,      0.33, Desktop    ,                     0,                 1, No
    735, Female,  31, US     , Premium          ,            218,                   60,      0.06, Desktop    ,                     0,                 1, No
    736, Other ,  24, IN     , Student          ,            211,                   76,      0.52, Mobile     ,                     0,                 1, No
    737, Male  ,  42, DE     , Family           ,            126,                   90,      0.03, Web        ,                     0,                 1, No
    738, Other ,  27, PK     , Premium          ,            231,                   59,      0.12, Web        ,                     0,                 1, No
    739, Other ,  57, IN     , Family           ,            290,                   16,      0.17, Mobile     ,                     0,                 1, No
    740, Male  ,  36, CA     , Free             ,             77,                   85,      0.0 , Web        ,                    46,                 0, No
    741, Male  ,  16, PK     , Premium          ,            154,                   29,      0.34, Mobile     ,                     0,                 1, No
    742, Female,  24, FR     , Student          ,            105,                   48,      0.38, Mobile     ,                     0,                 1, Yes
    743, Male  ,  53, DE     , Student          ,            113,                   65,      0.38, Mobile     ,                     0,                 1, No
    744, Other ,  36, AU     , Premium          ,            174,                   11,      0.29, Mobile     ,                     0,                 1, No
    745, Other ,  51, DE     , Premium          ,             32,                   59,      0.02, Mobile     ,                     0,                 1, No
    746, Other ,  42, CA     , Premium          ,            271,                   99,      0.34, Web        ,                     0,                 1, No
    747, Other ,  29, FR     , Premium          ,             97,                   26,      0.44, Desktop    ,                     0,                 1, No
    748, Male  ,  59, CA     , Student          ,            266,                   90,      0.06, Desktop    ,                     0,                 1, No
    749, Other ,  22, AU     , Free             ,            276,                   11,      0.13, Desktop    ,                     9,                 0, No
    750, Female,  52, UK     , Family           ,             81,                   16,      0.37, Desktop    ,                     0,                 1, No
    751, Male  ,  27, CA     , Family           ,            116,                   39,      0.44, Desktop    ,                     0,                 1, Yes
    752, Male  ,  46, AU     , Family           ,            251,                   63,      0.34, Web        ,                     0,                 1, No
    753, Male  ,  52, US     , Student          ,            270,                   67,      0.22, Web        ,                     0,                 1, No
    754, Other ,  39, DE     , Premium          ,            246,                   37,      0.17, Mobile     ,                     0,                 1, Yes
    755, Male  ,  33, CA     , Free             ,            100,                    8,      0.02, Mobile     ,                    45,                 0, No
    756, Other ,  17, UK     , Free             ,            206,                   27,      0.42, Desktop    ,                    49,                 0, No
    757, Female,  35, AU     , Family           ,             81,                   90,      0.19, Desktop    ,                     0,                 1, No
    758, Male  ,  41, FR     , Family           ,             26,                   42,      0.19, Mobile     ,                     0,                 1, No
    759, Female,  42, DE     , Student          ,            208,                   67,      0.06, Desktop    ,                     0,                 1, No
    760, Female,  49, AU     , Student          ,            295,                   93,      0.13, Mobile     ,                     0,                 1, Yes
    761, Male  ,  57, AU     , Family           ,             13,                   89,      0.16, Desktop    ,                     0,                 1, No
    762, Male  ,  26, IN     , Premium          ,            120,                   68,      0.34, Desktop    ,                     0,                 1, No
    763, Other ,  17, DE     , Free             ,            125,                   77,      0.26, Desktop    ,                    18,                 0, No
    764, Female,  49, US     , Premium          ,            104,                   74,      0.57, Mobile     ,                     0,                 1, Yes
    765, Other ,  52, DE     , Premium          ,            225,                   94,      0.01, Desktop    ,                     0,                 1, Yes
    766, Other ,  49, AU     , Family           ,            261,                   15,      0.17, Mobile     ,                     0,                 1, No
    767, Other ,  57, UK     , Premium          ,             79,                    2,      0.22, Desktop    ,                     0,                 1, No
    768, Female,  24, FR     , Premium          ,            240,                   39,      0.23, Web        ,                     0,                 1, No
    769, Other ,  24, DE     , Family           ,             28,                   62,      0.04, Web        ,                     0,                 1, No
    770, Female,  48, AU     , Premium          ,             91,                   37,      0.34, Desktop    ,                     0,                 1, No
    771, Other ,  40, IN     , Premium          ,            212,                   66,      0.27, Mobile     ,                     0,                 1, Yes
    772, Other ,  59, IN     , Premium          ,            172,                   69,      0.41, Desktop    ,                     0,                 1, No
    773, Female,  39, IN     , Family           ,             55,                   37,      0.5 , Desktop    ,                     0,                 1, No
    774, Female,  54, FR     , Student          ,            130,                   46,      0.26, Desktop    ,                     0,                 1, No
    775, Male  ,  40, IN     , Family           ,             97,                   57,      0.43, Mobile     ,                     0,                 1, No
    776, Female,  51, DE     , Family           ,             71,                   15,      0.58, Mobile     ,                     0,                 1, Yes
    777, Other ,  31, US     , Family           ,             18,                    3,      0.36, Web        ,                     0,                 1, No
    778, Male  ,  24, IN     , Family           ,            212,                    7,      0.58, Mobile     ,                     0,                 1, No
    779, Female,  18, UK     , Family           ,             14,                   49,      0.5 , Desktop    ,                     0,                 1, No
    780, Female,  18, DE     , Free             ,            213,                    1,      0.35, Desktop    ,                     5,                 0, Yes
    781, Female,  44, UK     , Student          ,            207,                   62,      0.23, Desktop    ,                     0,                 1, No
    782, Male  ,  32, US     , Premium          ,             71,                   53,      0.54, Web        ,                     0,                 1, No
    783, Male  ,  32, AU     , Premium          ,             36,                    2,      0.52, Web        ,                     0,                 1, No
    784, Other ,  52, US     , Premium          ,            120,                   84,      0.5 , Web        ,                     0,                 1, No
    785, Female,  31, FR     , Premium          ,            272,                   71,      0.15, Mobile     ,                     0,                 1, Yes
    786, Male  ,  33, CA     , Premium          ,            212,                   43,      0.05, Web        ,                     0,                 1, No
    787, Male  ,  46, FR     , Free             ,            193,                   94,      0.18, Mobile     ,                    17,                 0, No
    788, Female,  16, CA     , Premium          ,            150,                   74,      0.01, Desktop    ,                     0,                 1, Yes
    789, Female,  23, AU     , Student          ,            213,                   20,      0.5 , Web        ,                     0,                 1, No
    790, Male  ,  26, FR     , Student          ,            293,                   15,      0.39, Web        ,                     0,                 1, Yes
    791, Female,  52, AU     , Family           ,             80,                   13,      0.56, Web        ,                     0,                 1, No
    792, Female,  27, US     , Student          ,            222,                   73,      0.17, Mobile     ,                     0,                 1, Yes
    793, Other ,  32, DE     , Family           ,            100,                   16,      0.3 , Desktop    ,                     0,                 1, Yes
    794, Male  ,  20, PK     , Family           ,            185,                   79,      0.37, Web        ,                     0,                 1, No
    795, Other ,  47, DE     , Student          ,             94,                   57,      0.18, Mobile     ,                     0,                 1, No
    796, Female,  31, IN     , Family           ,             47,                   19,      0.05, Desktop    ,                     0,                 1, No
    797, Female,  30, AU     , Premium          ,            173,                   95,      0.44, Web        ,                     0,                 1, No
    798, Female,  27, FR     , Premium          ,            185,                    6,      0.18, Desktop    ,                     0,                 1, No
    799, Other ,  30, AU     , Student          ,            175,                   17,      0.33, Web        ,                     0,                 1, No
    800, Female,  17, IN     , Student          ,            134,                    6,      0.51, Desktop    ,                     0,                 1, No
    801, Male  ,  56, IN     , Premium          ,            253,                   15,      0.54, Desktop    ,                     0,                 1, Yes
    802, Other ,  57, FR     , Premium          ,            161,                   56,      0.6 , Desktop    ,                     0,                 1, No
    803, Other ,  57, AU     , Family           ,             47,                   59,      0.09, Web        ,                     0,                 1, Yes
    804, Male  ,  41, DE     , Premium          ,            286,                   72,      0.14, Web        ,                     0,                 1, No
    805, Female,  36, DE     , Student          ,            194,                   12,      0.02, Desktop    ,                     0,                 1, No
    806, Other ,  22, AU     , Student          ,             87,                   39,      0.5 , Web        ,                     0,                 1, No
    807, Female,  40, US     , Family           ,             92,                   65,      0.04, Mobile     ,                     0,                 1, No
    808, Male  ,  36, UK     , Premium          ,            242,                    7,      0.04, Web        ,                     0,                 1, No
    809, Other ,  19, AU     , Free             ,             26,                    2,      0.58, Web        ,                    35,                 0, Yes
    810, Other ,  44, PK     , Family           ,            255,                   36,      0.09, Desktop    ,                     0,                 1, No
    811, Male  ,  57, UK     , Family           ,            204,                   21,      0.3 , Mobile     ,                     0,                 1, No
    812, Other ,  17, UK     , Premium          ,             62,                   25,      0.25, Mobile     ,                     0,                 1, Yes
    813, Male  ,  26, IN     , Student          ,             19,                   68,      0.1 , Desktop    ,                     0,                 1, No
    814, Other ,  19, FR     , Free             ,            197,                   33,      0.17, Web        ,                    41,                 0, No
    815, Other ,  24, UK     , Family           ,             49,                   21,      0.22, Desktop    ,                     0,                 1, No
    816, Female,  22, UK     , Free             ,             87,                   60,      0.34, Desktop    ,                    41,                 0, No
    817, Other ,  57, FR     , Family           ,             39,                   24,      0.16, Web        ,                     0,                 1, Yes
    818, Male  ,  51, DE     , Premium          ,             24,                   73,      0.07, Desktop    ,                     0,                 1, No
    819, Other ,  44, AU     , Premium          ,            162,                   52,      0.25, Web        ,                     0,                 1, Yes
    820, Other ,  43, IN     , Family           ,             61,                   20,      0.05, Mobile     ,                     0,                 1, No
    821, Female,  32, UK     , Student          ,            138,                   67,      0.3 , Web        ,                     0,                 1, Yes
    822, Female,  20, FR     , Free             ,            181,                   81,      0.12, Mobile     ,                    43,                 0, No
    823, Female,  56, US     , Student          ,             37,                   33,      0.11, Mobile     ,                     0,                 1, No
    824, Male  ,  32, CA     , Premium          ,            146,                   57,      0.36, Desktop    ,                     0,                 1, Yes
    825, Female,  31, PK     , Family           ,             82,                   95,      0.46, Desktop    ,                     0,                 1, No
    826, Male  ,  26, US     , Family           ,             82,                   93,      0.05, Mobile     ,                     0,                 1, No
    827, Other ,  54, UK     , Family           ,            194,                   66,      0.43, Mobile     ,                     0,                 1, Yes
    828, Male  ,  17, FR     , Student          ,             61,                   15,      0.56, Web        ,                     0,                 1, No
    829, Male  ,  47, FR     , Premium          ,            191,                   10,      0.21, Desktop    ,                     0,                 1, Yes
    830, Other ,  22, DE     , Family           ,            107,                   13,      0.55, Web        ,                     0,                 1, No
    831, Female,  31, CA     , Student          ,            293,                   55,      0.52, Desktop    ,                     0,                 1, No
    832, Other ,  31, PK     , Premium          ,             64,                   83,      0.18, Desktop    ,                     0,                 1, Yes
